duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
1.4810238121451897,-1.898291922111257,0.6491920373586225,-1.5290805147199535,0.6949186136410257,-2.07269220664827,3.3403480675967034,-0.05156926443377752,0.6647050380015829,1.5880776433593917,2.350522319181583,1.629867499244701,-1.5975603237203448,-0.8790960197110761,0.13948061496225628,-0.11187775872008646,0.1952047790506177,-3.334661302891544,1.2982115855061258,1.3414911273262506,-0.19023968094914245,0.8955860369787172,0.6115490771799722,1.1734680121944352,-1.6731348003379813,-0.37701349196678147,0.09610740218848568,0.37402207878242905,0.3747926814517348,2.2764705491111803,-0.2640065777924925,2.448747764680185,1.4735014010564669,-0.2585852391379253,-0.27699915267166864,-0.30864210218382476,1.7133009518060698,0.4631059408952863,3.8517329249495793,-0.9701556727722023,-0.1447645930457,dos
0.04916500014727336,4.385840400661743,2.1683006684875714,-1.0272805754313317,0.38735012953429204,2.207472011912618,-0.8921063719680483,-0.87612847650221,-0.9355194642809507,0.12792964357598086,0.946231473072566,0.3286912068487591,1.1785808790444652,-0.15764335781792174,-0.4272126152848357,-0.4035390549459835,0.30523376880673725,-0.3292091746332382,-1.2985094117136857,0.2760676984207166,1.5378711111946295,1.2027884441938488,0.951328383103244,-1.7015038462862861,3.7031910942278587,2.174214062572836,-0.3474081709395489,-0.2753684911957634,-1.3320244840825521,2.056937576896636,0.06901734490649003,-2.979700344467058,-0.6600367762314876,1.2506226794799264,0.9677545517211232,-1.126021245446947,-0.67980128699945,0.2699464249389233,-4.639289743104015,-1.543479505326346,-2.3281418636899627,probe
-0.22977087275294436,1.112525196055691,-0.6808443553337725,0.0593182308431811,-0.3402982573068274,1.6760439416270039,-1.0891251475673596,-1.2550228869779674,-1.6343585866027441,0.12940722425180995,-0.7859761111291073,-5.744324042122958,-5.048613250374918,1.7630561600597787,5.188496835993971,-1.2588021292126397,1.0548487566088558,-3.6002828886020977,0.7950683584484846,1.52776832009429,-0.46091489107997524,-1.0794737569452266,-0.7105392712927254,0.3016305357503604,-1.7064474676595456,0.4294131701316425,2.0980510467533993,-0.4527550686180906,0.1726859737148786,4.431741382709908,5.57651968071942,-5.879540182832494,-0.15383210684855686,2.19980502855717,-5.111667973073114,-0.8103169777495443,-0.19135225102856887,-0.2621258568249761,-8.330442396604521,-0.3877973094426105,1.773283790680206,normal
0.9731615641076375,-3.1325791007059824,-0.06909496134801435,-1.9718866092166927,1.1507265068203185,-0.31264884771538914,-0.3443837116666435,0.5528954643227245,0.3063212082908958,-0.5304427333582882,1.1474882376504425,0.6419220994679535,1.1279684848914477,0.13730458105270124,-1.9410112540568871,0.8251808782449231,0.7987527331750669,0.37446332602002097,1.1341092730491225,1.5015709712858263,0.8704292053090241,0.5607744013875375,-2.443516558588041,2.15145838082843,-2.3378875068773963,-0.36313639729159314,3.3256319690693434,-0.7666043684000257,0.5228915039544775,3.7819848249631893,-2.211387764039549,-0.20968391283103438,0.1517988300103342,4.8282190980476525,-2.6169032886206764,0.9319336244519792,0.5434592039426284,-0.13157736183830143,3.0257847094852877,-0.5757753916957499,1.713991180915922,dos
-0.8158351876599574,-5.69367712594178,-0.5976341506938626,0.42350956642335047,-1.4480964558198848,-0.5915602916954507,-0.26757788302286944,1.7342936706988992,0.8406763155596634,0.4902772356409451,0.8851000472706947,1.6001662859060208,0.841870242958319,0.3033031474578431,-0.12556719019403273,1.3885438195395496,0.37600279828132704,-0.2908870772105936,0.5824775709488333,0.310832976768849,-0.5190063013420042,0.8118077579023776,0.633575791678226,-1.1352445180672575,1.9990262116542197,-0.2688595808272681,0.5503920056573324,0.8691665641432044,1.9324215236924474,1.3526906222332111,3.565872624168644,1.65822874654826,0.179382756262167,-0.9533162582660897,3.106419387133566,-0.8343267043414583,-1.7734232659723608,0.8680627686759601,-7.068048694914092,-0.35972639398947476,0.5700847925371393,normal
1.1725265791222284,-0.7503467349495537,-2.033467616878666,0.8786984181425259,-1.256848216494778,-0.16040842158069404,-4.0403341800777035,-0.02485089348241787,1.7121055361565325,-0.19452300606758635,-0.5011065266958061,-0.5494616881661094,5.133771797855443,1.6331338406431437,-2.746398129515275,-0.030607077779820416,0.4465771992714838,-1.263877412951881,-0.5719059084251639,0.5748643832431733,-0.25457653061366803,-1.5383192588787893,1.216941171241816,0.23251017342518746,-0.084882885100929,-0.004927069770143747,4.099565863681807,2.761388981803325,-0.34219076241973495,-0.8326579613667113,-1.8008564761266739,-2.3075070752833637,1.5134792630897913,-2.1408507230841476,-3.993664016454701,2.2791070470197834,0.5380141246830367,-1.4853593853541496,4.1678882647721505,-0.9443494989888767,0.08656154848193709,probe
-0.7892719584151829,-5.250267587274352,-0.9151374283802759,-0.7666377411951472,1.5978524441573312,-1.4533741295411067,-0.5906899219343611,0.711876506543085,-2.007257273707299,0.13794301672426984,1.667557192203346,-3.743540654788834,-0.7164719150066595,-0.9723349473516886,-0.16343793980409815,0.0033655994346122476,-0.2276232871500297,3.4442599829422424,-0.21887933498033696,-2.218265592760848,-0.656338878862495,1.8953691447456416,0.09263100391741189,1.4030663183970868,-2.9359288167418196,0.39055423435569553,-2.2588182072472174,-0.7878509849324388,-0.7647024499861402,3.8265514366600093,-0.1611791511923193,0.8058614680853966,1.6874902834689143,0.09485230200328498,-0.16639636181058037,1.6399582906942787,0.9606367684942886,0.59490756936722,-9.006089955562942,-0.42006874201391936,4.72188529412567,normal
1.497374261123975,0.12692230961892803,-1.3634999764407492,-0.45711745855601815,2.2557271119769093,-1.2709991297519585,-6.425420939772648,-0.489654944835328,-0.7580376183252671,0.402704361713821,4.504333835077281,1.8618771797371396,1.3216534559154969,0.5743772232577612,-3.517948848962846,1.236360853224918,-0.8461196054479904,-0.907318639345372,0.3641620919963684,0.7106808369324451,1.3293690827297868,-0.28793007749138844,-0.4834715825624787,-1.041411081187877,1.1295289765518886,0.10660302736715742,-0.6700336658533701,1.5442465668636054,-0.7766852256800092,2.5060851352193017,-0.5768654216250801,2.5388298204016455,0.6385089296180171,0.28937020897945165,4.016159565364551,-0.847348056005942,-0.43550214441814245,1.9704596518103772,-9.875115443021635,1.5921378174733876,-2.650743832549156,dos
-1.5857868936524067,-1.0770698816501239,1.3898023021332269,0.18452306885223874,-1.0306918897010136,0.15422448669525984,0.6544831022117084,-1.9337978103637012,0.5786287685302955,-0.4010455673561378,-0.9245880927661064,0.012871204309336415,-3.770439710905303,-1.423148276969882,0.8860648266196933,1.0694651632686825,0.9099744325059873,-1.238656853748433,1.484335558303559,0.744693672399867,-0.22113147270112024,-0.6551513715804291,-0.07499286202174506,-2.24798751675533,-1.1868676932077737,0.24839135020465267,1.8028491056630225,0.6323834753010226,1.7786200660033549,0.06158789981816215,2.7148897332442115,-2.6645861436311757,-0.29206307702399653,4.147747008766374,-2.211186433467242,-1.9151131797676466,-1.7946263895888726,0.46652906504968716,0.6051481553719144,1.578755751146685,1.7688134433390192,u2r
2.5256134553257334,-0.7123688278588233,0.2519118554809455,0.2704239623963645,0.22172899531699292,-0.5250998283639708,1.0918794262392548,-1.4202097298188332,-0.7914176441253586,0.5692380264829701,-4.126139480994933,-1.0073634882320592,-3.3702573891456447,-0.1735727433134782,3.543079095000119,1.5881054468324607,-0.0631979778598639,1.2954822208376444,0.17510529131900723,-1.0183033310226577,-0.2125753583120597,2.47299127937587,-0.8598443243564943,-1.1502149054849216,0.1766316228035072,2.298442456507566,2.901510962234287,-0.4486331302500784,-0.6044587335668217,-0.04332838963769203,1.556804044886356,-1.5745711030363165,1.0299407197410082,1.9801208885782449,-0.39942806377629236,-0.2990353704518063,-0.22075190128843455,-0.5258146357785313,-1.5752072273805666,0.5424899216326114,3.3799801549805686,normal
